# Created by Octave 4.0.0, Tue Nov 22 18:40:32 2016 CET <kieran@IRIS>
# name: C_perf
# type: matrix
# rows: 4
# columns: 4
 0.2051 0.2308 0.2308 0.3333
 0.3958 0.2917 0.2292 0.0833
 0.2353 0.3235 0.2647 0.1765
 0.1923 0.2308 0.3077 0.2692


